,Date,Category,Inventory Level,Units Sold,Units Ordered,Price,Competitor Pricing
726,2022-05-26,Electronics,4289,2509,1797,56.808749999999996,56.805625
727,2022-05-26,Furniture,4360,2606,1830,48.974666666666664,47.418
728,2022-05-26,Groceries,6632,2472,2392,53.75428571428572,53.37333333333333
729,2022-05-26,Toys,5455,3156,2174,71.79045454545455,72.84772727272728
730,2022-05-27,Clothing,5410,1941,2091,48.939,49.022499999999994
731,2022-05-27,Electronics,4837,2834,1713,59.450625,60.735625
732,2022-05-27,Furniture,5744,2319,1788,58.779411764705884,59.72941176470588
733,2022-05-27,Groceries,6388,3283,2652,47.28,47.86
734,2022-05-27,Toys,4879,2476,2710,49.17454545454545,49.529090909090904
735,2022-05-28,Clothing,3388,1525,1682,55.121428571428574,55.230714285714285
736,2022-05-28,Electronics,6887,3286,2862,53.1528,52.4424
737,2022-05-28,Furniture,5442,2773,2536,60.14045454545454,60.40681818181818
738,2022-05-28,Groceries,5667,2413,2235,55.281363636363636,55.09818181818182
739,2022-05-28,Toys,4840,1986,1935,54.73882352941176,54.504705882352944
740,2022-05-29,Clothing,6687,2780,2453,55.26285714285714,56.19666666666666
741,2022-05-29,Electronics,4437,1458,1416,58.167142857142856,57.785714285714285
742,2022-05-29,Furniture,7018,3835,3328,57.438148148148144,57.315925925925924
743,2022-05-29,Groceries,6846,3436,2656,50.99115384615384,50.11038461538461
744,2022-05-29,Toys,3251,1600,1116,50.971666666666664,51.24583333333334
745,2022-05-30,Clothing,3048,1347,1097,53.922000000000004,54.59400000000001
746,2022-05-30,Electronics,7548,4088,3106,50.908928571428575,50.18714285714286
747,2022-05-30,Furniture,6811,3068,3481,51.68586206896552,51.49413793103448
748,2022-05-30,Groceries,5634,2281,1799,62.370666666666665,62.42733333333334
749,2022-05-30,Toys,5150,2740,1530,58.32,59.23833333333333
750,2022-05-31,Clothing,4342,1995,2200,60.96736842105264,61.06999999999999
751,2022-05-31,Electronics,4891,2401,2211,57.3845,57.5345
752,2022-05-31,Furniture,5290,2630,2148,71.05285714285715,71.89095238095238
753,2022-05-31,Groceries,5177,2670,2513,54.93000000000001,55.09521739130435
754,2022-05-31,Toys,4596,2004,2065,63.58058823529411,64.64823529411764
755,2022-06-01,Clothing,4600,2274,1610,66.719375,66.5275
756,2022-06-01,Electronics,5171,2383,2333,64.89611111111111,64.66666666666667
757,2022-06-01,Furniture,5582,2420,2051,55.896,54.999
758,2022-06-01,Groceries,4793,2473,1927,56.294999999999995,56.059999999999995
759,2022-06-01,Toys,8223,3653,2708,57.41392857142857,58.488214285714285
760,2022-06-02,Clothing,6371,4055,2703,54.044074074074075,53.83148148148148
761,2022-06-02,Electronics,2295,1183,1142,42.364999999999995,42.317
762,2022-06-02,Furniture,5830,3245,2552,57.10541666666666,57.2225
763,2022-06-02,Groceries,4213,1759,2064,55.38,57.018235294117645
764,2022-06-02,Toys,7052,3780,2588,57.57727272727273,57.79954545454545
765,2022-06-03,Clothing,7968,4294,3279,59.97166666666667,60.187000000000005
766,2022-06-03,Electronics,4578,2060,1910,62.16444444444445,62.81222222222222
767,2022-06-03,Furniture,4287,2324,1651,61.205,61.13642857142857
768,2022-06-03,Groceries,4812,2835,1463,54.416666666666664,55.006
769,2022-06-03,Toys,7766,2581,2500,55.385217391304344,55.01260869565217
770,2022-06-04,Clothing,4847,2108,1674,55.652352941176474,55.09058823529411
771,2022-06-04,Electronics,3134,1638,1685,60.09461538461539,61.28
772,2022-06-04,Furniture,4775,2451,2034,57.95157894736842,58.96789473684211
773,2022-06-04,Groceries,6862,2897,3462,58.55965517241379,58.868620689655174
774,2022-06-04,Toys,7491,3560,2496,49.62863636363636,49.84318181818182
775,2022-06-05,Clothing,5291,3279,1752,50.998636363636365,51.25590909090909
776,2022-06-05,Electronics,5421,3035,2085,51.84578947368421,52.17263157894737
777,2022-06-05,Furniture,4946,1868,1762,46.394375000000004,46.795
778,2022-06-05,Groceries,7888,4117,2937,62.42769230769231,61.93692307692307
779,2022-06-05,Toys,3583,1752,2142,49.87705882352941,49.650000000000006
780,2022-06-06,Clothing,7164,3136,2425,56.507200000000005,56.028400000000005
781,2022-06-06,Electronics,4605,1984,1924,52.392380952380954,51.983333333333334
782,2022-06-06,Furniture,4179,1996,1956,56.923125,57.51625
783,2022-06-06,Groceries,6035,2650,2320,50.87947368421053,51.93736842105263
784,2022-06-06,Toys,5441,2958,2263,56.64368421052632,55.14368421052632
785,2022-06-07,Clothing,4548,2391,2404,59.274,58.834500000000006
786,2022-06-07,Electronics,3235,1571,1380,52.37923076923077,52.97615384615384
787,2022-06-07,Furniture,9274,3954,2551,53.220000000000006,52.92714285714286
788,2022-06-07,Groceries,5564,2782,1951,57.05166666666667,58.135000000000005
789,2022-06-07,Toys,5309,2847,2377,45.71761904761905,44.73142857142857
790,2022-06-08,Clothing,6250,3195,2243,61.104499999999994,61.955499999999994
791,2022-06-08,Electronics,6612,2956,2679,57.63565217391304,57.56695652173913
792,2022-06-08,Furniture,4046,1842,1905,47.57333333333334,48.04266666666667
793,2022-06-08,Groceries,7881,3127,3228,58.87740740740741,60.31444444444445
794,2022-06-08,Toys,4438,2022,1672,47.309333333333335,47.56066666666666
795,2022-06-09,Clothing,4781,1870,2145,62.88631578947368,62.35473684210526
796,2022-06-09,Electronics,4929,1800,1534,65.95666666666666,65.66833333333334
797,2022-06-09,Furniture,7099,3445,2591,54.76423076923077,54.01384615384615
798,2022-06-09,Groceries,6138,2871,2029,58.32631578947369,58.00789473684211
799,2022-06-09,Toys,5492,2015,1967,52.92888888888889,53.36666666666667
800,2022-06-10,Clothing,6055,3269,2883,52.5572,54.046800000000005
801,2022-06-10,Electronics,5750,2380,1648,50.56058823529412,51.07823529411765
802,2022-06-10,Furniture,5711,2920,2047,54.78666666666667,54.32904761904762
803,2022-06-10,Groceries,4788,2748,2041,68.07705882352941,67.1435294117647
804,2022-06-10,Toys,6180,2964,1923,58.0635,58.165499999999994
805,2022-06-11,Clothing,6133,3088,2678,49.855,49.153333333333336
806,2022-06-11,Electronics,3989,1529,1603,64.05333333333333,63.48799999999999
807,2022-06-11,Furniture,2217,1517,651,52.552499999999995,52.97125
808,2022-06-11,Groceries,7562,3643,2844,54.40615384615384,53.01692307692308
809,2022-06-11,Toys,7530,3510,2763,57.71592592592592,57.73925925925926
810,2022-06-12,Clothing,4591,2953,2022,51.61611111111111,51.486666666666665
811,2022-06-12,Electronics,5707,2809,1843,45.27894736842105,45.61736842105263
812,2022-06-12,Furniture,3817,1392,1789,61.471666666666664,62.01777777777777
813,2022-06-12,Groceries,5049,1586,2078,54.9078947368421,55.00736842105264
814,2022-06-12,Toys,6852,2825,3038,61.714615384615385,62.25115384615385
815,2022-06-13,Clothing,7590,3469,3034,55.15652173913043,54.638695652173915
816,2022-06-13,Electronics,5876,2863,2504,47.30428571428571,47.555238095238096
817,2022-06-13,Furniture,2253,929,813,48.33125,48.2
818,2022-06-13,Groceries,6030,2698,2586,59.71625,59.268750000000004
819,2022-06-13,Toys,7178,3266,3088,52.53,52.67583333333334
820,2022-06-14,Clothing,5699,2683,2079,43.28684210526316,43.20736842105263
821,2022-06-14,Electronics,7872,3686,2971,53.02923076923077,53.70961538461539
822,2022-06-14,Furniture,3756,1931,1665,55.505,56.856875
823,2022-06-14,Groceries,5166,2578,1927,42.16823529411765,42.322941176470586
824,2022-06-14,Toys,6648,3171,2702,60.13045454545454,59.39090909090908
825,2022-06-15,Clothing,4422,2285,1777,57.497894736842106,57.711052631578944
826,2022-06-15,Electronics,5116,2611,2040,59.807647058823534,60.34117647058823
827,2022-06-15,Furniture,7436,4571,3168,52.111538461538466,51.625
828,2022-06-15,Groceries,4144,2012,1476,57.46714285714285,57.38428571428572
829,2022-06-15,Toys,6951,3710,2934,56.219166666666666,56.876666666666665
830,2022-06-16,Clothing,6317,3245,2791,53.17190476190477,52.917142857142856
831,2022-06-16,Electronics,4664,2797,2213,40.65588235294118,40.78
832,2022-06-16,Furniture,4623,3175,1659,55.77,54.8125
833,2022-06-16,Groceries,6922,2365,2879,58.136,58.4828
834,2022-06-16,Toys,5566,3237,2359,57.13857142857143,58.12285714285714
835,2022-06-17,Clothing,5887,2651,2124,55.25416666666666,55.64625
836,2022-06-17,Electronics,4603,2368,1865,60.424,60.728
837,2022-06-17,Furniture,5718,3148,2675,55.31818181818182,55.67545454545454
838,2022-06-17,Groceries,5344,3180,2219,68.23555555555555,67.89222222222222
839,2022-06-17,Toys,6057,3422,2567,61.448571428571434,61.392857142857146
840,2022-06-18,Clothing,6384,2655,2528,47.718636363636364,47.285
841,2022-06-18,Electronics,5759,2191,2484,43.97666666666667,42.88666666666667
842,2022-06-18,Furniture,5121,2776,2107,53.54625,53.96
843,2022-06-18,Groceries,5270,3061,2143,58.14578947368421,58.59368421052631
844,2022-06-18,Toys,5814,3102,2650,53.20545454545454,53.783181818181816
845,2022-06-19,Clothing,3789,2020,1359,60.114285714285714,61.09285714285714
846,2022-06-19,Electronics,3913,1553,1835,55.981875,55.685625
847,2022-06-19,Furniture,7119,3356,2574,60.462399999999995,60.5036
848,2022-06-19,Groceries,7311,4547,3443,55.39148148148148,55.188518518518514
849,2022-06-19,Toys,4946,2020,1770,44.765,45.07722222222222
850,2022-06-20,Clothing,7068,3281,2514,53.297200000000004,53.964800000000004
851,2022-06-20,Electronics,3783,2658,1235,42.309999999999995,42.001666666666665
852,2022-06-20,Furniture,6445,2655,2374,58.67565217391304,58.67434782608696
853,2022-06-20,Groceries,6094,2078,2542,56.12238095238095,55.24285714285714
854,2022-06-20,Toys,4792,2418,1976,69.24631578947368,68.93736842105262
855,2022-06-21,Clothing,4489,2337,1966,58.36866666666666,59.37466666666667
856,2022-06-21,Electronics,8783,5053,2951,51.34392857142858,51.21142857142858
857,2022-06-21,Furniture,5846,3219,2394,60.4885,61.44199999999999
858,2022-06-21,Groceries,6191,3645,2380,65.27772727272726,65.4890909090909
859,2022-06-21,Toys,4449,2985,1476,63.07666666666667,63.514
860,2022-06-22,Clothing,5073,2486,2363,56.242999999999995,55.8815
861,2022-06-22,Electronics,4464,2489,1251,71.28733333333334,70.22666666666667
862,2022-06-22,Furniture,7812,4484,2534,63.5616,62.913999999999994
863,2022-06-22,Groceries,7724,3577,2972,61.909615384615385,61.034615384615385
864,2022-06-22,Toys,3446,1811,1153,49.582142857142856,50.51857142857143
865,2022-06-23,Clothing,7077,3843,2194,46.77772727272727,48.05590909090909
866,2022-06-23,Electronics,5978,2524,2013,66.82388888888889,66.985
867,2022-06-23,Furniture,3541,2287,1401,61.53846153846154,62.28230769230769
868,2022-06-23,Groceries,5946,3415,2934,57.04037037037037,57.24666666666667
869,2022-06-23,Toys,5238,2407,1976,58.942499999999995,58.435500000000005
870,2022-06-24,Clothing,4778,2280,1949,51.94333333333333,52.63857142857143
871,2022-06-24,Electronics,5128,2430,2012,59.05,59.11
872,2022-06-24,Furniture,4793,2037,1696,63.74058823529411,63.11882352941176
873,2022-06-24,Groceries,7937,4355,2483,58.724444444444444,58.285555555555554
874,2022-06-24,Toys,3858,2350,1857,53.27421052631579,52.65157894736842
875,2022-06-25,Clothing,6563,3358,2463,61.40590909090909,61.50909090909091
876,2022-06-25,Electronics,5688,3019,2415,61.42714285714286,60.889523809523816
877,2022-06-25,Furniture,7257,3190,2671,55.66692307692308,54.865
878,2022-06-25,Groceries,4316,1909,1869,39.725625,39.323750000000004
879,2022-06-25,Toys,3783,1855,1759,51.78333333333333,52.00466666666667
880,2022-06-26,Clothing,6183,3401,2145,60.1995,58.98350000000001
881,2022-06-26,Electronics,5607,2628,2399,49.677499999999995,49.4935
882,2022-06-26,Furniture,6335,3806,1893,45.87857142857143,45.16285714285714
883,2022-06-26,Groceries,6035,2856,2509,41.506,41.7505
884,2022-06-26,Toys,5401,2920,2205,55.03842105263158,54.76684210526315
885,2022-06-27,Clothing,5223,2616,1982,50.82,50.59571428571429
886,2022-06-27,Electronics,6419,2658,2623,59.85956521739131,60.33869565217391
887,2022-06-27,Furniture,4710,2459,1573,45.60875,46.20875
888,2022-06-27,Groceries,5850,2855,2055,61.663157894736834,61.21736842105264
889,2022-06-27,Toys,5343,2922,2378,59.68952380952381,59.712857142857146
890,2022-06-28,Clothing,6237,3327,2474,60.70863636363637,60.89863636363636
891,2022-06-28,Electronics,5425,2490,2010,58.025,58.287
892,2022-06-28,Furniture,6438,2439,2687,59.8896,59.1616
893,2022-06-28,Groceries,5380,2609,2259,54.68391304347826,54.46521739130435
894,2022-06-28,Toys,3038,1765,1437,56.17999999999999,56.193
895,2022-06-29,Clothing,2796,1599,1473,53.58142857142857,55.771428571428565
896,2022-06-29,Electronics,4451,2574,1969,45.195882352941176,44.70117647058823
897,2022-06-29,Furniture,7604,3175,2733,55.51791666666667,55.94541666666667
898,2022-06-29,Groceries,6315,3652,2434,64.20857142857143,63.94190476190476
899,2022-06-29,Toys,5724,3068,2464,48.83291666666667,48.56
900,2022-06-30,Clothing,5624,2642,1949,54.752631578947366,55.13421052631579
901,2022-06-30,Electronics,5412,3467,2759,55.06173913043479,54.253478260869564
902,2022-06-30,Furniture,5161,3333,1767,59.59722222222222,60.25055555555556
903,2022-06-30,Groceries,5646,2675,2224,57.231764705882355,57.936470588235295
904,2022-06-30,Toys,6087,3237,2653,57.7695652173913,58.123913043478254
905,2022-07-01,Clothing,3597,1961,2208,51.61411764705882,51.4735294117647
906,2022-07-01,Electronics,5169,1862,1801,62.04157894736842,62.416842105263164
907,2022-07-01,Furniture,6084,3258,2916,56.01652173913044,55.963043478260865
908,2022-07-01,Groceries,4113,2373,1474,58.21142857142858,58.41428571428571
909,2022-07-01,Toys,7298,3103,2703,57.66555555555556,56.679259259259254
910,2022-07-02,Clothing,6080,3972,1894,56.142380952380954,55.325714285714284
911,2022-07-02,Electronics,4233,2045,1765,54.601176470588236,56.059411764705885
912,2022-07-02,Furniture,3594,1854,1329,50.22846153846154,51.38076923076923
913,2022-07-02,Groceries,6520,3302,2797,58.84111111111111,58.2062962962963
914,2022-07-02,Toys,5438,1840,2244,62.31636363636364,61.86409090909091
915,2022-07-03,Clothing,6592,3740,2583,59.306363636363635,58.597727272727276
916,2022-07-03,Electronics,5490,2083,2149,57.27842105263158,57.13894736842104
917,2022-07-03,Furniture,4479,2377,2099,58.01136363636363,57.17409090909091
918,2022-07-03,Groceries,6941,3889,2323,58.53565217391304,59.589130434782604
919,2022-07-03,Toys,3600,1313,1453,59.20142857142857,59.082142857142856
920,2022-07-04,Clothing,6687,3115,3194,54.25958333333333,54.83583333333333
921,2022-07-04,Electronics,5333,2514,1973,46.786500000000004,47.759
922,2022-07-04,Furniture,7344,3499,2916,62.26538461538462,62.35153846153845
923,2022-07-04,Groceries,4457,2595,1563,56.94133333333333,56.90133333333333
924,2022-07-04,Toys,4137,2937,1607,56.345333333333336,55.78666666666666
925,2022-07-05,Clothing,4005,2297,1554,54.480714285714285,53.50428571428571
926,2022-07-05,Electronics,6385,3302,2269,54.27,54.85272727272727
927,2022-07-05,Furniture,5020,2100,1945,47.06777777777778,47.15777777777778
928,2022-07-05,Groceries,6911,3504,2271,48.68666666666667,48.300000000000004
929,2022-07-05,Toys,5883,3279,2217,47.21727272727273,48.443636363636365
930,2022-07-06,Clothing,3071,1800,1599,73.65133333333333,73.464
931,2022-07-06,Electronics,5455,2451,2099,50.762,51.007
932,2022-07-06,Furniture,2442,1068,1442,43.94538461538461,43.55769230769231
933,2022-07-06,Groceries,6628,3773,2590,55.31869565217391,54.90913043478261
934,2022-07-06,Toys,7473,3888,2966,51.60551724137931,51.66241379310345
935,2022-07-07,Clothing,7517,4629,2476,50.60916666666666,50.265416666666674
936,2022-07-07,Electronics,5178,2152,2123,60.638,60.7005
937,2022-07-07,Furniture,4672,1823,1631,55.521249999999995,57.441874999999996
938,2022-07-07,Groceries,6395,3127,2983,54.30869565217391,54.203913043478266
939,2022-07-07,Toys,5139,2491,2012,67.79823529411765,67.77235294117648
940,2022-07-08,Clothing,6925,4171,3172,52.076,52.7852
941,2022-07-08,Electronics,3263,937,1677,70.80785714285715,70.69142857142857
942,2022-07-08,Furniture,5389,2562,1781,47.33684210526316,46.54684210526316
943,2022-07-08,Groceries,4697,3113,2238,55.415,55.48166666666666
944,2022-07-08,Toys,6580,3360,2679,53.70875,54.355
945,2022-07-09,Clothing,6126,2702,2419,65.36818181818181,66.02045454545454
946,2022-07-09,Electronics,5498,2601,2320,48.681363636363635,47.982272727272736
947,2022-07-09,Furniture,3538,1872,1287,62.49230769230769,62.78153846153846
948,2022-07-09,Groceries,7951,4213,3002,53.95538461538461,54.32846153846154
949,2022-07-09,Toys,4297,2627,2084,60.68941176470588,61.00647058823529
950,2022-07-10,Clothing,5138,2873,1843,47.46684210526316,47.544736842105266
951,2022-07-10,Electronics,6369,2387,2151,57.74913043478261,57.23739130434783
952,2022-07-10,Furniture,3672,1517,1650,57.17133333333334,56.93533333333333
953,2022-07-10,Groceries,6532,2432,2395,59.78434782608696,58.67565217391304
954,2022-07-10,Toys,5908,2879,1893,48.892,48.8175
955,2022-07-11,Clothing,4724,2371,1855,61.351578947368424,60.41789473684211
956,2022-07-11,Electronics,5905,2240,2531,52.280454545454546,51.92409090909091
957,2022-07-11,Furniture,6640,3541,2422,56.89391304347826,57.291739130434784
958,2022-07-11,Groceries,5137,3014,2339,47.71368421052632,48.21947368421053
959,2022-07-11,Toys,5327,2737,1801,54.39823529411765,54.934705882352944
960,2022-07-12,Clothing,7102,3131,3224,51.630384615384614,51.48615384615385
961,2022-07-12,Electronics,4640,2870,1590,51.32625,51.60125
962,2022-07-12,Furniture,4081,2147,2342,54.83105263157895,55.635789473684206
963,2022-07-12,Groceries,4992,2678,2048,64.866,65.06
964,2022-07-12,Toys,5133,2049,1870,70.37894736842105,70.08631578947369
965,2022-07-13,Clothing,6901,4101,2425,60.501666666666665,60.89333333333334
966,2022-07-13,Electronics,3536,1767,1847,58.434705882352944,58.87529411764706
967,2022-07-13,Furniture,5071,2228,2783,63.10095238095238,63.3847619047619
968,2022-07-13,Groceries,5284,3172,2253,57.01499999999999,57.22
969,2022-07-13,Toys,3906,2030,1858,49.96125,50.091875
970,2022-07-14,Clothing,7204,3731,2798,49.36166666666667,49.499583333333334
971,2022-07-14,Electronics,4821,2385,1720,54.33470588235294,54.760588235294115
972,2022-07-14,Furniture,7417,4173,2704,51.1792,50.66400000000001
973,2022-07-14,Groceries,3088,1854,1078,45.42250000000001,45.06833333333333
974,2022-07-14,Toys,6438,3369,2497,68.03999999999999,67.63363636363637
975,2022-07-15,Clothing,4872,2597,2638,59.2725,58.971500000000006
976,2022-07-15,Electronics,6373,3558,2577,55.449999999999996,54.88
977,2022-07-15,Furniture,6323,3128,1831,68.9755,68.4615
978,2022-07-15,Groceries,5643,2940,2632,59.47391304347826,59.29217391304348
979,2022-07-15,Toys,4246,2125,1463,63.00142857142857,63.42642857142857
980,2022-07-16,Clothing,4227,2123,1769,55.719375,56.690625
981,2022-07-16,Electronics,4720,2060,1852,58.771666666666675,59.80222222222223
982,2022-07-16,Furniture,6782,3134,2268,41.89608695652174,42.2304347826087
983,2022-07-16,Groceries,5642,3127,1756,52.37555555555556,52.43444444444444
984,2022-07-16,Toys,7147,3882,2630,51.7,50.83520000000001
985,2022-07-17,Clothing,5821,3390,2124,56.62526315789474,56.90052631578948
986,2022-07-17,Electronics,5714,2043,2087,45.30789473684211,44.623684210526314
987,2022-07-17,Furniture,3968,1993,1418,54.112142857142864,53.54071428571429
988,2022-07-17,Groceries,5865,2539,1831,58.81444444444445,58.16166666666667
989,2022-07-17,Toys,8385,4076,3070,52.410666666666664,52.13433333333333
990,2022-07-18,Clothing,7349,3797,2626,57.81333333333333,57.84583333333333
991,2022-07-18,Electronics,6040,3042,2510,56.70473684210527,55.08105263157895
992,2022-07-18,Furniture,6823,3579,2220,59.40086956521739,60.221304347826084
993,2022-07-18,Groceries,3860,1776,1278,57.339375000000004,56.958125
994,2022-07-18,Toys,4981,2994,2253,50.59,50.505
995,2022-07-19,Clothing,6081,2524,2513,50.7175,50.7825
996,2022-07-19,Electronics,6533,3002,2523,51.83565217391305,51.71478260869566
997,2022-07-19,Furniture,4966,3062,1543,60.006470588235295,59.06823529411764
998,2022-07-19,Groceries,5991,2788,1880,52.370000000000005,53.26
999,2022-07-19,Toys,4783,2750,1876,62.05368421052631,61.55578947368421
1000,2022-07-20,Clothing,5594,2404,2621,58.9365,58.8135
1001,2022-07-20,Electronics,5582,3183,1634,61.52684210526316,60.792631578947365
1002,2022-07-20,Furniture,5239,2142,1969,57.51105263157895,56.57526315789474
1003,2022-07-20,Groceries,4930,2616,2209,62.108333333333334,61.96944444444445
1004,2022-07-20,Toys,5656,2628,2119,50.857499999999995,49.99791666666667
1005,2022-07-21,Clothing,4777,2377,1744,58.309999999999995,59.11722222222222
1006,2022-07-21,Electronics,4842,3248,2378,63.967727272727274,64.72227272727274
1007,2022-07-21,Furniture,4960,2760,1501,49.26133333333333,50.134
1008,2022-07-21,Groceries,6723,3122,2431,45.42714285714286,46.57
1009,2022-07-21,Toys,7433,3370,2662,45.35791666666666,46.435
1010,2022-07-22,Clothing,4827,2685,1738,49.785,49.985
1011,2022-07-22,Electronics,5476,3423,2048,58.35809523809524,58.47428571428571
1012,2022-07-22,Furniture,5977,2887,2644,66.58727272727273,66.51545454545455
1013,2022-07-22,Groceries,7762,3350,3022,51.21333333333333,50.34458333333333
1014,2022-07-22,Toys,4878,2198,1742,63.896470588235296,62.629411764705885
1015,2022-07-23,Clothing,6106,2939,1846,52.544000000000004,52.5175
1016,2022-07-23,Electronics,5031,2414,1331,42.782000000000004,42.452
1017,2022-07-23,Furniture,6218,3643,2552,56.50333333333333,56.59708333333333
1018,2022-07-23,Groceries,5575,2283,2163,59.849999999999994,60.85666666666667
1019,2022-07-23,Toys,5304,2985,1998,52.227999999999994,51.215999999999994
1020,2022-07-24,Clothing,4864,2309,1492,53.552,53.528000000000006
1021,2022-07-24,Electronics,6523,2967,2653,59.00541666666667,59.106249999999996
1022,2022-07-24,Furniture,5303,2511,2450,53.653333333333336,53.2904761904762
1023,2022-07-24,Groceries,6528,3166,2290,63.3825,62.20708333333334
1024,2022-07-24,Toys,4558,2417,1323,54.058125,53.288125
1025,2022-07-25,Clothing,8056,4218,2730,42.56333333333333,41.583333333333336
1026,2022-07-25,Electronics,5256,2353,2487,61.224000000000004,61.681
1027,2022-07-25,Furniture,4986,2122,1702,50.626315789473686,50.52157894736842
1028,2022-07-25,Groceries,5077,2647,2065,64.10111111111111,64.00833333333334
1029,2022-07-25,Toys,4557,2261,1812,52.78875,51.54125
1030,2022-07-26,Clothing,5449,1862,2251,60.218333333333334,60.3688888888889
1031,2022-07-26,Electronics,6547,3192,2709,58.697391304347825,58.71869565217391
1032,2022-07-26,Furniture,5193,3035,2210,56.92555555555556,56.87611111111111
1033,2022-07-26,Groceries,6561,2725,2361,51.44136363636364,51.38363636363636
1034,2022-07-26,Toys,4706,1944,2147,47.01684210526315,47.044736842105266
1035,2022-07-27,Clothing,6063,3214,2772,60.87227272727273,61.57863636363636
1036,2022-07-27,Electronics,5245,2656,1942,54.85842105263158,55.364736842105266
1037,2022-07-27,Furniture,6070,2258,1790,61.36944444444445,61.31777777777778
1038,2022-07-27,Groceries,4232,2306,2255,50.10888888888889,49.74111111111111
1039,2022-07-27,Toys,6496,3681,2716,48.90565217391304,47.52130434782609
1040,2022-07-28,Clothing,5905,2596,2309,44.00157894736842,43.199473684210524
1041,2022-07-28,Electronics,8350,4141,3021,59.439,58.56933333333333
1042,2022-07-28,Furniture,3672,1926,1138,47.254999999999995,45.450714285714284
1043,2022-07-28,Groceries,5831,3683,2665,59.66136363636363,59.062727272727265
1044,2022-07-28,Toys,2526,1658,1676,51.496,51.93333333333333
1045,2022-07-29,Clothing,6210,3139,2305,52.54857142857143,51.97857142857143
1046,2022-07-29,Electronics,7276,4443,3098,54.40714285714286,54.81678571428572
1047,2022-07-29,Furniture,4710,2818,1803,59.698125000000005,58.374375
1048,2022-07-29,Groceries,5001,2084,1877,46.40823529411765,46.62764705882353
1049,2022-07-29,Toys,5550,2912,1715,55.48222222222223,56.78888888888889
1050,2022-07-30,Clothing,4136,1803,1353,59.448,58.612
1051,2022-07-30,Electronics,6133,3190,3147,51.058076923076925,50.81461538461539
1052,2022-07-30,Furniture,5004,2503,2202,47.46809523809524,47.90428571428571
1053,2022-07-30,Groceries,4143,1709,1333,52.592666666666666,52.40866666666667
1054,2022-07-30,Toys,5348,2156,2493,50.90391304347826,51.46478260869566
1055,2022-07-31,Clothing,4064,1993,2524,51.69952380952381,52.43380952380952
1056,2022-07-31,Electronics,5164,2538,2095,50.2955,49.263
1057,2022-07-31,Furniture,4856,2269,1859,48.621111111111105,48.12
1058,2022-07-31,Groceries,5648,3020,2618,67.06571428571428,66.88714285714285
1059,2022-07-31,Toys,4892,2367,2223,56.555499999999995,56.089
1060,2022-08-01,Clothing,5046,2157,2711,53.01428571428571,52.80666666666667
1061,2022-08-01,Electronics,5309,2950,2117,56.508947368421055,55.735789473684214
1062,2022-08-01,Furniture,6530,3831,2488,49.84375,49.36375
1063,2022-08-01,Groceries,4373,2537,1901,63.094117647058816,63.03882352941177
1064,2022-08-01,Toys,4437,1781,2369,55.56999999999999,56.70684210526316
1065,2022-08-02,Clothing,4573,2333,1839,49.70470588235294,49.14941176470588
1066,2022-08-02,Electronics,5915,3570,2299,56.66809523809523,56.698571428571434
1067,2022-08-02,Furniture,5114,2233,2016,55.23052631578947,55.80263157894737
1068,2022-08-02,Groceries,5363,2429,2058,60.12904761904762,58.896190476190476
1069,2022-08-02,Toys,6463,3427,2428,49.40863636363636,49.6109090909091
1070,2022-08-03,Clothing,5527,2375,2453,54.4655,56.0665
1071,2022-08-03,Electronics,6960,4133,2421,58.5752,58.7528
1072,2022-08-03,Furniture,5059,2232,1864,60.94411764705882,61.41058823529412
1073,2022-08-03,Groceries,4668,2408,2163,51.882777777777775,52.07277777777777
1074,2022-08-03,Toys,5998,3045,1981,58.1145,58.091499999999996
1075,2022-08-04,Clothing,4123,2200,1835,44.86941176470588,43.40705882352941
1076,2022-08-04,Electronics,6322,3292,2253,51.095263157894735,50.14157894736842
1077,2022-08-04,Furniture,5828,2273,2042,57.781052631578945,57.05315789473684
1078,2022-08-04,Groceries,4673,2149,2428,47.456,47.910000000000004
1079,2022-08-04,Toys,7254,4363,2460,48.888400000000004,48.3936
1080,2022-08-05,Clothing,5228,2858,1470,60.39294117647059,60.93529411764706
1081,2022-08-05,Electronics,6140,2735,2417,48.18857142857143,48.096666666666664
1082,2022-08-05,Furniture,4902,1471,1636,56.02764705882353,56.38235294117647
1083,2022-08-05,Groceries,7181,4089,2609,52.1432,52.9864
1084,2022-08-05,Toys,6804,3916,2550,49.787,49.195
1085,2022-08-06,Clothing,6725,3751,2363,53.71521739130435,54.22782608695652
1086,2022-08-06,Electronics,7770,3823,3544,55.38,55.81928571428572
1087,2022-08-06,Furniture,3512,2165,1540,50.379230769230766,50.83615384615385
1088,2022-08-06,Groceries,4296,1904,1238,71.54928571428572,71.78928571428571
1089,2022-08-06,Toys,5629,2752,2348,60.03772727272727,59.455
1090,2022-08-07,Clothing,6487,3566,2776,57.046956521739126,57.05565217391304
1091,2022-08-07,Electronics,5605,3185,1841,48.2825,48.019
1092,2022-08-07,Furniture,4431,2207,1636,55.40764705882353,55.08705882352941
1093,2022-08-07,Groceries,5248,2421,2145,58.19529411764705,57.54117647058824
1094,2022-08-07,Toys,5002,2835,2229,56.78434782608696,57.27695652173914
1095,2022-08-08,Clothing,5763,2926,2107,62.052499999999995,61.706500000000005
1096,2022-08-08,Electronics,5731,2624,2204,38.40210526315789,38.63315789473684
